171.63,0.49834
171.64,3.0158
171.65,7.7108
171.66,14.33
171.67,23.247
171.68,34.448
171.69,47.451
171.7,63.567
171.71,82.526
171.72,103.26
171.73,127.05
171.74,155.69
171.75,187.21
171.76,219.08
171.77,256.8
171.78,294.36
171.79,335.14
171.8,379.83
171.81,422.67
171.82,471.36
171.83,527.8
171.84,574.97
171.85,631.12
171.86,691.3
171.87,754.09
171.88,817.15
171.89,888.06
171.895,962.67
171.90,1035.2
171.91,1115.6
171.92,1200.8
171.93,1299.1
171.94,1392.6
171.95,1490.1
171.96,1593.8
171.97,1716.7
171.98,1832.8
171.99,1958.5
172.00,2093.1
172.01,2236.3
172.02,2368.7
172.03,2513.9
172.04,2660.5
172.05,2817.6
172.06,2976.6
172.07,3154.7
172.08,3317
172.09,3486.4
172.10,3688.9
172.11,3868.7
172.12,4067.6
172.13,4286.5
172.14,4530.3
172.15,4746.7
172.16,4980.2
172.17,5261.6
172.18,5519
172.19,5798.3
172.20,6098.9
172.21,6426.5
172.22,6743.9
172.23,7104.4
172.24,7520.4
172.25,7940.9
172.26,8439.6
172.27,9008.7
172.28,9630.6
172.29,10395
172.30,11271
172.305,12229
172.31,13330
172.32,14530
172.33,15865
172.34,17285
172.35,18698
172.36,20262
172.37,21815
172.38,23420
172.39,25079
172.4,26632
172.41,28219
172.42,29840
172.43,31468
172.44,32978
172.45,34630
172.46,36068
172.47,37713
172.48,39081
172.49,40702
172.5,42330
172.51,43929
172.52,45452
172.53,46916
172.54,48231
172.55,49685
172.56,50903
172.57,52152
172.58,53521
172.59,54620
172.60,56045
172.61,57416
172.62,58700
172.63,60192
172.64,61199
172.65,62308
172.66,63905
172.67,64915
172.68,66303
172.69,67539
172.70,68497
172.705,69618
172.71,70442
172.72,71117
172.73,72273
172.74,73058
172.75,73935
172.76,74791
172.77,75265
172.78,76044
172.79,76553
172.8,77259
172.81,77677
172.82,78157
172.83,78483
172.84,78556
172.85,78594
172.86,78627
172.87,78671
172.88,79007
172.89,78397
172.9,78433
172.91,77465
172.92,77317
172.93,76269
172.94,75544
172.95,74447
172.96,73264
172.97,71744
172.98,70327
172.99,68540
173.00,67168
173.01,65311
173.02,63948
173.03,62205
173.04,60702
173.05,59086
173.06,57610
173.07,56130
173.08,54552
173.09,53091
173.10,51634
173.11,50024
173.115,48523
173.12,47131
173.13,45718
173.14,44273
173.15,43001
173.16,41511
173.17,39975
173.18,38573
173.19,37212
173.2,35787
173.21,34914
173.22,33879
173.23,32452
173.24,31030
173.25,29540
173.26,28217
173.27,26833
173.28,25654
173.29,24260
173.3,22858
173.31,21613
173.32,20397
173.33,19456
173.34,18154
173.35,16928
173.36,15779
173.37,14455
173.38,13177
173.39,11766
173.4,10519
173.41,9249.3
173.42,8047.6
173.43,6889.7
173.44,5744.8
173.45,4664.8
173.46,3690.2
173.47,2842.1
173.48,2094.4
173.49,1482
173.5,990.98
173.51,610.43
173.52,346.81
173.525,176.16
173.53,80.726
173.54,30.938
173.55,8.0297
173.56,1.1592
173.57,0.052206
